201000;36020
202000;37904
203000;35090
204000;14153
205000;19640
206000;24674
207000;16880
208000;59683
209000;22177
210000;21468
211000;40719
212000;18481
213000;14982
214000;43759
215000;30716
216000;25987
217000;17191
218000;23057
219000;60819
220000;34849
221000;21471
222000;18451
223000;66731
224000;25109
225000;34642
226000;17278
261000;28187
262000;37864
264000;259219
265000;40858
401000;21772
402000;33087
403000;50565
404000;21373
405000;18744
406000;16735
407000;62726
408000;27652
409000;18357
410000;35749
411000;15828
412000;17575
413000;16833
414000;40330
415000;47459
416000;19819
417000;13731
418000;34486
419000;28300
461000;131301
462000;35564
463000;78388
464000;40582
601000;45225
602000;41223
603000;32193
604000;24374
605000;18212
606000;24231
607000;37718
608000;35963
609000;64710
610000;24291
611000;44125
612000;23431
613000;13687
614000;42609
615000;23863
616000;22182
617000;27575
618000;32785
619000;14954
620000;42858
661000;22923
662000;23261
663000;132500
664000;24751
801000;30239
802000;22097
803000;22818
804000;34375
805000;19445
806000;19492
807000;14394
808000;22554
809000;31349
810000;31402
811000;38665
812000;15931
861000;47586
862000;55398
1001000;45772
1002000;35703
1003000;19615
1004000;18928
1005000;30397
1006000;28242
1007000;30488
1008000;44900
1009000;20372
1010000;37258
1011000;15808
1012000;43467
1013000;19039
1014000;46315
1015000;15445
1016000;44675
1017000;29928
1018000;17092
1019000;26050
1020000;62980
1021000;11994
1061000;244406
1062000;27489
1063000;17939
1201000;44864
1202000;39150
1203000;47470
1204000;25042
1205000;44221
1206000;115655
1207000;56850
1208000;18885
1209000;54637
1210000;93947
1211000;81241
1212000;42796
1213000;59559
1214000;17475
1215000;34874
1216000;85571
1217000;27665
1218000;65486
1219000;55225
1261000;317127
1262000;33668
1263000;40853
1401000;13932
1402000;35254
1403000;45328
1404000;17490
1405000;38281
1406000;38652
1407000;23575
1408000;48361
1409000;12842
1410000;11971
1411000;17825
1412000;62724
1413000;29706
1414000;31974
1415000;37752
1416000;28875
1417000;47708
1418000;76421
1419000;45782
1420000;35030
1421000;64351
1422000;21139
1423000;16584
1424000;21335
1425000;64866
1426000;33991
1427000;21184
1428000;33814
1429000;20518
1430000;16466
1432000;46954
1433000;26196
1434000;106276
1435000;30692
1436000;14753
1437000;15251
1438000;29476
1461000;20385
1462000;44979
1463000;81711
1464000;31032
1465000;704372
1601000;35557
1602000;17474
1603000;35195
1604000;26054
1605000;24644
1606000;17177
1607000;53292
1608000;24748
1609000;47917
1610000;21429
1611000;29030
1661000;47870
1801000;8900
1802000;27262
1803000;56721
1804000;50082
1805000;46154
1806000;26812
1807000;45903
1808000;28943
1809000;22549
1810000;33660
1811000;56910
1812000;27903
1813000;31560
1814000;32466
1815000;31711
1816000;71984
1817000;38043
1818000;42457
1819000;25512
1820000;21736
1821000;10573
1861000;17654
1862000;22653
1863000;83959
1864000;17398
2001000;23175
2002000;61221
2003000;20045
2004000;19128
2005000;14861
2006000;15928
2007000;21200
2008000;16443
2009000;7777
2010000;16808
2011000;25908
2012000;14746
2013000;22488
2014000;17371
2061000;119276
2062000;25188
2063000;28811
2201000;33067
2202000;39990
2203000;22788
2204000;52217
2205000;60617
2206000;30177
2207000;35110
2208000;27017
2209000;25503
2210000;14613
2211000;36647
2212000;41038
2213000;53648
2214000;47294
2215000;92641
2216000;17142
2261000;185453
2262000;92922
2263000;33599
2264000;12230
2401000;55070
2402000;66883
2403000;69407
2404000;52851
2405000;45067
2406000;33356
2407000;30433
2408000;39410
2409000;26925
2410000;45759
2411000;42147
2412000;31303
2413000;54128
2414000;23974
2415000;60830
2416000;43528
2417000;61637
2461000;63946
2462000;62666
2463000;41074
2464000;78630
2465000;44437
2466000;66781
2467000;33455
2468000;34785
2469000;107930
2470000;29168
2471000;20903
2472000;53076
2473000;53846
2474000;24821
2475000;71836
2476000;18820
2477000;49669
2478000;64636
2479000;25700
2601000;27426
2602000;33793
2603000;13009
2604000;89740
2605000;30447
2606000;20333
2607000;40591
2608000;14833
2609000;29939
2610000;27217
2611000;33848
2612000;28477
2613000;17910
2661000;73383
2801000;22481
2802000;16664
2803000;26630
2804000;23852
2805000;39138
2806000;22335
2807000;38383
2808000;24470
2809000;16364
2810000;19993
2811000;13431
2812000;18142
2813000;14188
2814000;53609
2815000;42009
2816000;23085
2817000;28478
2818000;10901
2819000;8684
2861000;46541
2862000;67516
3001000;19371
3002000;35049
3003000;58745
3004000;30941
3005000;22001
3006000;28967
3007000;33977
3008000;23149
3009000;34350
3010000;55094
3011000;32025
3012000;31474
3013000;24802
3014000;14806
3015000;31478
3016000;25063
3017000;64977
3018000;22680
3019000;55538
3020000;25722
3021000;171653
3022000;24663
3023000;24074
3024000;38004
3025000;24407
3026000;25225
3027000;33957
3028000;29216
3029000;23687
3030000;32020
3031000;29095
3061000;36764
3062000;26900
3063000;24316
3064000;211258
3201000;19283
3202000;19377
3203000;22753
3204000;33679
3205000;24371
3206000;32991
3207000;18283
3208000;30532
3209000;27746
3210000;26377
3211000;33898
3212000;15728
3213000;22553
3214000;48222
3215000;30851
3216000;18610
3217000;21301
3218000;14562
3261000;39772
3262000;152882
3263000;15039
