201000;1443
202000;3451
203000;2242
204000;613
205000;1521
206000;1348
207000;1162
208000;4510
209000;1409
210000;1124
211000;2583
212000;983
213000;857
214000;3039
215000;2047
216000;2087
217000;1107
218000;2003
219000;5128
220000;2882
221000;1370
222000;1434
223000;4538
224000;1768
225000;2380
226000;2011
261000;2955
262000;2613
264000;27236
265000;2027
401000;1145
402000;1595
403000;3086
404000;1466
405000;1091
406000;624
407000;3977
408000;869
409000;1201
410000;1861
411000;542
412000;827
413000;1097
414000;2378
415000;2462
416000;1024
417000;733
418000;2239
419000;1505
461000;8824
462000;1746
463000;9214
464000;3847
601000;1540
602000;2129
603000;1609
604000;641
605000;590
606000;1160
607000;2301
608000;1618
609000;1989
610000;1227
611000;3790
612000;689
613000;577
614000;1989
615000;1290
616000;884
617000;1470
618000;2689
619000;501
620000;2748
661000;2118
662000;1279
663000;8268
664000;2990
801000;1930
802000;1115
803000;712
804000;1481
805000;1230
806000;1121
807000;636
808000;1327
809000;2381
810000;1286
811000;2914
812000;605
861000;3671
862000;5474
1001000;3158
1002000;1663
1003000;1370
1004000;929
1005000;2159
1006000;1468
1007000;2414
1008000;3069
1009000;1053
1010000;2199
1011000;808
1012000;2483
1013000;1532
1014000;2588
1015000;902
1016000;2862
1017000;1579
1018000;876
1019000;1265
1020000;5561
1021000;833
1061000;13851
1062000;1351
1063000;1879
1201000;2186
1202000;2331
1203000;3087
1204000;1242
1205000;2833
1206000;9676
1207000;3744
1208000;1086
1209000;5046
1210000;5415
1211000;4926
1212000;2929
1213000;4303
1214000;641
1215000;1942
1216000;5130
1217000;2154
1218000;4839
1219000;5419
1261000;26854
1262000;3583
1263000;2566
1401000;495
1402000;1435
1403000;2377
1404000;756
1405000;2790
1406000;1880
1407000;1228
1408000;2872
1409000;590
1410000;194
1411000;938
1412000;3251
1413000;1297
1414000;1553
1415000;1721
1416000;1183
1417000;2883
1418000;8240
1419000;2045
1420000;1443
1421000;4741
1422000;494
1423000;447
1424000;967
1425000;2899
1426000;1541
1427000;1129
1428000;1769
1429000;1187
1430000;712
1432000;2482
1433000;1167
1434000;4532
1435000;846
1436000;997
1437000;510
1438000;1896
1461000;1538
1462000;2585
1463000;3736
1464000;2623
1465000;61699
1601000;2238
1602000;1351
1603000;2147
1604000;1414
1605000;2667
1606000;1093
1607000;4246
1608000;1605
1609000;3984
1610000;1809
1611000;2023
1661000;5770
1801000;793
1802000;2246
1803000;4024
1804000;3975
1805000;2947
1806000;1478
1807000;3789
1808000;2324
1809000;1733
1810000;2161
1811000;5235
1812000;1327
1813000;2045
1814000;2437
1815000;2102
1816000;4547
1817000;2741
1818000;2656
1819000;1077
1820000;1545
1821000;1020
1861000;2075
1862000;2436
1863000;8126
1864000;1578
2001000;1050
2002000;3020
2003000;665
2004000;703
2005000;505
2006000;441
2007000;430
2008000;696
2009000;278
2010000;790
2011000;1411
2012000;418
2013000;1005
2014000;725
2061000;10230
2062000;1775
2063000;1596
2201000;2018
2202000;1761
2203000;1779
2204000;2929
2205000;2896
2206000;1541
2207000;1748
2208000;1334
2209000;1646
2210000;1224
2211000;2100
2212000;1835
2213000;3172
2214000;2117
2215000;4185
2216000;474
2261000;10930
2262000;5282
2263000;2248
2264000;1629
2401000;2995
2402000;5206
2403000;5366
2404000;3620
2405000;3592
2406000;2584
2407000;2824
2408000;2991
2409000;1457
2410000;5297
2411000;3709
2412000;2547
2413000;5170
2414000;1678
2415000;3687
2416000;1981
2417000;4326
2461000;5467
2462000;4145
2463000;2919
2464000;7108
2465000;3387
2466000;4888
2467000;2535
2468000;1956
2469000;10132
2470000;1053
2471000;1178
2472000;3221
2473000;4457
2474000;2109
2475000;3543
2476000;912
2477000;4588
2478000;6114
2479000;1549
2601000;984
2602000;1299
2603000;266
2604000;2971
2605000;1044
2606000;639
2607000;1228
2608000;241
2609000;1101
2610000;877
2611000;1130
2612000;1752
2613000;924
2661000;4874
2801000;764
2802000;308
2803000;983
2804000;774
2805000;2403
2806000;1193
2807000;2573
2808000;787
2809000;499
2810000;1256
2811000;544
2812000;877
2813000;366
2814000;2675
2815000;2399
2816000;777
2817000;1305
2818000;499
2819000;423
2861000;2310
2862000;4281
3001000;1171
3002000;2466
3003000;4452
3004000;2528
3005000;802
3006000;1865
3007000;1245
3008000;1646
3009000;1744
3010000;3022
3011000;2331
3012000;1599
3013000;1389
3014000;833
3015000;2487
3016000;916
3017000;3740
3018000;1148
3019000;4122
3020000;1501
3021000;12118
3022000;2235
3023000;972
3024000;2341
3025000;2076
3026000;1981
3027000;1802
3028000;1137
3029000;1811
3030000;1466
3031000;1251
3061000;4151
3062000;2974
3063000;1883
3064000;18044
3201000;608
3202000;1649
3203000;1541
3204000;1183
3205000;1801
3206000;1950
3207000;2294
3208000;2050
3209000;1494
3210000;1402
3211000;1857
3212000;1017
3213000;1049
3214000;3125
3215000;2749
3216000;1399
3217000;1208
3218000;1148
3261000;3281
3262000;12486
3263000;590
